Datum,Workout-Name,Dauer,Name der Übung,Reihenfolge festlegen,Gewicht,Wiederh.,Entfernung,Sekunden,Notizen,Workout-Notizen,RPE
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Bicep Curl Bench (Dumbell)",2,10.5,13.0,0,0.0,,,
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Bicep Curl Bench (Dumbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Bicep Curl Bench (Dumbell)",3,9.5,11.0,0,0.0,,,
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Face Pull (Cable)",1,21.0,14.0,0,0.0,,,
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Face Pull (Cable)",2,20.5,14.0,0,0.0,,,
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Face Pull (Cable)",3,20.5,14.0,0,0.0,,,
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-11 19:58:15,"Abend-Workout",1h 16min,"Face Pull (Cable)",4,22.0,14.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Squat (Barbell)",W,35.0,8.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Squat (Barbell)",W,33.0,8.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Squat (Barbell)",1,62.5,7.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Squat (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Squat (Barbell)",2,72.5,8.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Squat (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Squat (Barbell)",3,70.0,7.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Press",1,114.0,11.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Press",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Press",2,122.5,10.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Press",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Press",3,121.5,11.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Press",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Press",4,99.0,9.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Extension (Machine)",1,39.5,11.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Extension (Machine)",2,41.0,13.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Extension (Machine)",3,44.5,11.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Leg Extension (Machine)",4,38.5,11.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",1,0.0,20.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",2,0.0,21.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",3,0.0,19.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Single Leg Extension ",1,22.0,13.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Single Leg Extension ",2,22.5,13.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Single Leg Extension ",3,20.5,13.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Single Leg Extension ",4,17.5,13.0,0,0.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Plank",1,0.0,0.0,0,35.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Plank",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Plank",2,0.0,0.0,0,40.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Plank",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-13 18:36:16,"Abend-Workout",1h 22min,"Plank",3,0.0,0.0,0,45.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Bench Press (Barbell)",W,30.0,8.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Bench Press (Barbell)",W,28.5,8.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Bench Press (Barbell)",1,53.5,9.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Bench Press (Barbell)",2,60.0,7.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Bench Press (Barbell)",3,65.0,9.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Bench Press (Barbell)",4,61.5,8.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Incline Bench Press (Dumbbell)",1,20.0,10.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Incline Bench Press (Dumbbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Incline Bench Press (Dumbbell)",2,21.0,9.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Incline Bench Press (Dumbbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Incline Bench Press (Dumbbell)",3,21.5,9.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Overhead Press (Barbell)",1,38.0,7.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Overhead Press (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Overhead Press (Barbell)",2,35.0,8.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Overhead Press (Barbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Overhead Press (Barbell)",3,36.5,7.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Lateral Raise (Dumbbell)",1,9.0,13.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Lateral Raise (Dumbbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Lateral Raise (Dumbbell)",2,9.5,11.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Lateral Raise (Dumbbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Lateral Raise (Dumbbell)",3,10.0,11.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Triceps Pushdown (Cable - Straight Bar)",1,24.0,13.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Triceps Pushdown (Cable - Straight Bar)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Triceps Pushdown (Cable - Straight Bar)",2,23.5,11.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Triceps Pushdown (Cable - Straight Bar)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Triceps Pushdown (Cable - Straight Bar)",3,26.5,11.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Triceps Pushdown (Cable - Straight Bar)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Triceps Pushdown (Cable - Straight Bar)",4,27.5,13.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Push Up",1,0.0,16.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Push Up",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Push Up",2,0.0,16.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Push Up",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Push Up",3,0.0,16.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Push Up (Knees)",1,0.0,13.0,0,0.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Push Up (Knees)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-16 19:00:31,"Abend-Workout",50min,"Push Up (Knees)",2,0.0,12.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Pull Up",W,2.0,8.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Pull Up",W,-1.0,8.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Pull Up",1,6.0,9.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Pull Up",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Pull Up",2,6.0,9.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Pull Up",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Pull Up",3,6.0,7.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Pull Up",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Pull Up",4,6.0,8.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Seated Row (Cable)",1,45.5,9.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Seated Row (Cable)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Seated Row (Cable)",2,45.0,10.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Seated Row (Cable)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Seated Row (Cable)",3,47.5,9.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl (Barbell)",1,23.0,10.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl (Barbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl (Barbell)",2,22.5,10.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl (Barbell)",3,23.0,9.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl (Barbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl (Barbell)",4,23.0,11.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl Bench (Dumbell)",1,9.5,13.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl Bench (Dumbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl Bench (Dumbell)",2,9.0,11.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl Bench (Dumbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Bicep Curl Bench (Dumbell)",3,9.0,13.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Face Pull (Cable)",1,19.0,15.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Face Pull (Cable)",2,21.5,15.0,0,0.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-18 19:34:58,"Abend-Workout",1h 21min,"Face Pull (Cable)",3,18.5,14.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Squat (Barbell)",W,33.5,8.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Squat (Barbell)",W,33.5,8.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Squat (Barbell)",1,68.0,8.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Squat (Barbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Squat (Barbell)",2,75.5,9.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Squat (Barbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Squat (Barbell)",3,75.5,7.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Press",1,104.5,10.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Press",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Press",2,99.0,11.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Press",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Press",3,105.0,9.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Extension (Machine)",1,40.5,13.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Extension (Machine)",2,40.5,11.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Leg Extension (Machine)",3,40.0,11.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",1,0.0,19.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",2,0.0,19.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Standing Calf Raise (Bodyweight)",3,0.0,21.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Single Leg Extension ",1,18.0,11.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Single Leg Extension ",2,18.0,11.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Single Leg Extension ",3,21.5,13.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Single Leg Extension ",4,18.5,13.0,0,0.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Plank",1,0.0,0.0,0,35.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Plank",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Plank",2,0.0,0.0,0,40.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Plank",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Plank",3,0.0,0.0,0,45.0,,,
2023-01-20 18:49:58,"Abend-Workout",1h 22min,"Running",1,0.0,0.0,1.75,450.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Bench Press (Barbell)",W,28.5,8.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Bench Press (Barbell)",W,32.0,8.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Bench Press (Barbell)",1,67.0,9.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Bench Press (Barbell)",2,53.5,9.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Bench Press (Barbell)",3,54.5,8.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Bench Press (Barbell)",4,66.0,7.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Incline Bench Press (Dumbbell)",1,20.0,10.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Incline Bench Press (Dumbbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Incline Bench Press (Dumbbell)",2,19.5,10.0,0,0.0,,,
